Name,Gender,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
Adam Burke,Male,40,33.3,10.6,3.4,0.7,4.2,2.3,1.8,0.2,0.0,1.6,0.0,2.9,5.9,18.8,31.4,3.6,11.4,31.6,2.3,7.4,31.1,1.0,1.4,71.4
Adam Chirico,Male,172,26.7,9.0,4.2,2.4,6.5,2.1,1.6,0.3,0.2,3.0,1.1,3.4,3.4,8.7,39.1,3.3,8.1,40.7,0.1,0.6,16.7,2.4,3.7,64.9
Adam Connolly,Male,39,23.1,12.2,4.4,1.2,5.6,2.9,3.0,0.3,0.5,5.1,4.3,4.8,4.5,11.3,39.8,4.0,8.7,46.0,0.5,2.6,19.2,2.5,4.4,56.8
Adam Coombes,Male,27,10.5,8.3,5.1,4.6,9.7,0.9,0.6,0.6,0.6,1.1,1.7,1.7,3.7,9.4,39.4,3.7,8.9,41.6,0.0,0.6,0.0,1.1,2.0,55.0
Adam Cox,Male,95,19.3,4.8,4.7,1.7,6.4,1.9,0.9,0.2,0.3,3.7,1.9,2.6,1.7,5.9,28.8,1.6,5.0,32.0,0.2,0.9,22.2,1.2,2.5,48.0
Adam Crosthwaite,Male,23,24.3,9.4,3.7,3.2,6.8,3.7,3.1,0.4,0.9,5.1,3.5,3.7,3.2,9.1,35.2,2.7,7.4,36.5,0.4,1.7,23.5,2.3,4.4,52.3
Adam Crowe,Male,9,10.8,6.7,1.7,0.8,2.5,2.5,2.5,0.3,0.0,3.1,0.0,3.9,2.8,11.7,23.9,2.2,9.4,23.4,0.6,2.2,27.3,0.6,1.1,54.5
Adam Dennis,Male,2,5.5,16.4,0.0,2.7,2.7,5.5,2.7,0.0,0.0,5.5,0.0,0.0,5.5,21.8,25.2,2.7,10.9,24.8,2.7,10.9,24.8,2.7,5.5,49.1
Adam Dixon,Male,93,26.7,16.4,4.2,2.5,6.5,1.9,1.5,1.0,0.0,2.7,0.4,3.1,6.1,13.4,45.5,5.7,12.0,47.5,0.3,1.3,23.1,3.9,6.1,63.9
Adam Galle,Male,19,21.2,16.3,5.2,2.3,7.5,0.6,0.4,0.3,0.0,5.0,0.0,3.0,6.5,16.1,40.4,6.2,14.9,41.6,0.3,1.3,23.1,3.4,5.1,66.7
Adam Gatt,Male,36,9.4,7.7,8.6,2.2,10.9,0.3,1.0,0.0,1.0,4.1,1.9,2.2,2.9,6.7,43.3,2.9,6.1,47.5,0.0,0.3,0.0,1.6,2.2,72.7
Adam Gibson,Male,116,30.4,12.5,4.4,2.9,7.2,2.2,0.9,0.3,0.1,3.6,0.8,2.5,4.9,10.9,45.0,4.8,10.5,45.7,0.1,0.4,25.0,2.6,3.7,70.3
Adam Guala,Male,44,12.6,7.9,5.2,1.9,7.1,1.2,0.5,0.5,0.5,4.0,2.6,2.9,2.9,8.1,35.8,2.9,6.9,42.0,0.0,1.2,0.0,1.9,2.9,65.5
Adam Harris,Male,56,31.7,11.3,3.3,0.9,4.3,2.2,1.6,0.2,0.0,2.4,0.0,1.5,5.1,13.3,38.3,3.9,9.4,41.5,1.1,3.9,28.2,1.4,1.9,73.7
Adam Hartland,Male,6,3.2,6.6,0.0,1.9,1.9,1.9,1.9,0.0,1.9,2.8,6.6,6.6,1.9,4.7,40.4,1.9,4.7,40.4,0.0,0.0,0.0,2.8,2.8,100.0
Adam Jackson,Male,1,41.0,19.8,4.4,0.7,5.1,1.5,0.7,0.7,0.0,1.5,0.0,2.2,9.5,16.8,56.5,8.0,14.6,54.8,1.5,2.2,68.2,2.2,2.9,75.9
Adam Jellett,Male,39,17.0,8.3,4.4,2.8,7.2,1.1,0.5,0.4,0.0,3.9,0.0,2.5,3.2,8.3,38.6,3.0,7.1,42.3,0.2,1.1,18.2,1.6,3.0,53.3
Adam Kavanagh,Male,17,28.6,6.8,3.3,1.9,5.1,4.1,1.5,0.2,0.0,2.7,0.0,3.6,2.1,6.4,32.8,1.7,4.2,40.5,0.4,2.2,18.2,2.2,2.8,78.6
Adam Klas,Male,220,30.4,11.9,3.5,1.1,4.5,3.3,2.0,0.1,0.5,1.8,4.2,2.5,3.6,11.2,32.1,2.2,6.3,34.9,1.4,4.8,29.2,3.4,4.9,69.4
Adam Knott,Male,54,12.6,8.1,5.7,2.1,8.1,1.7,0.5,0.2,0.7,2.4,3.3,2.6,2.9,6.9,42.0,2.6,6.7,38.8,0.2,0.5,40.0,2.4,5.0,48.0
Adam Kostov,Male,42,19.2,8.8,6.2,1.4,7.7,2.7,1.4,0.5,0.2,3.9,2.0,3.1,3.6,9.5,37.9,3.1,7.3,42.5,0.5,2.2,22.7,0.9,1.7,52.9
Adam Kotis,Male,10,4.1,6.6,5.9,4.4,10.2,0.7,0.0,0.7,0.7,8.8,2.9,2.9,2.9,11.0,26.4,2.9,11.0,26.4,0.0,0.0,0.0,0.7,2.2,31.8
Adam Laitt,Male,26,25.2,11.2,7.5,3.3,11.0,1.0,0.6,1.4,0.8,2.7,3.3,3.5,4.4,12.4,35.5,4.2,11.9,35.3,0.2,0.4,50.0,2.1,3.9,53.8
Adam Laureamo,Male,29,14.3,8.8,2.9,1.3,4.2,0.4,0.6,0.6,0.0,4.4,0.0,1.9,4.8,15.7,30.6,2.7,9.2,29.3,2.1,6.5,32.3,1.3,1.5,86.7
Adam Lawson,Male,94,9.9,9.7,2.4,1.2,3.6,1.2,0.9,0.0,0.3,1.5,1.2,1.8,3.3,11.5,28.7,1.5,4.5,33.3,1.8,7.0,25.7,1.2,1.5,80.0
Adam Legg,Male,109,18.5,9.6,3.7,2.4,6.2,1.0,0.6,0.3,0.3,4.9,0.6,2.1,4.1,11.4,36.0,3.6,9.2,39.1,0.5,2.1,23.8,1.5,2.3,65.2
Adam Mcnamara,Male,96,18.8,6.5,1.9,0.6,2.6,1.9,0.8,0.0,0.3,2.1,2.2,3.8,1.9,8.0,23.8,0.8,3.2,25.0,1.1,4.8,22.9,1.3,2.2,59.1
